kegg_gene_id	locus_tag	pathway_id
pae:PA0228	PA0228	pae00362
pae:PA0230	PA0230	pae00362
pae:PA0231	PA0231	pae00362
pae:PA0232	PA0232	pae00362
pae:PA0247	PA0247	pae00362
pae:PA0447	PA0447	pae00362
pae:PA0480	PA0480	pae00362
pae:PA0968	PA0968	pae00362
pae:PA1628	PA1628	pae00362
pae:PA1629	PA1629	pae00362
pae:PA1736	PA1736	pae00362
pae:PA1737	PA1737	pae00362
pae:PA2001	PA2001	pae00362
pae:PA2507	PA2507	pae00362
pae:PA2508	PA2508	pae00362
pae:PA2509	PA2509	pae00362
pae:PA2515	PA2515	pae00362
pae:PA2516	PA2516	pae00362
pae:PA2517	PA2517	pae00362
pae:PA2518	PA2518	pae00362
pae:PA2553	PA2553	pae00362
pae:PA2940	PA2940	pae00362
pae:PA3013	PA3013	pae00362
pae:PA3014	PA3014	pae00362
pae:PA3226	PA3226	pae00362
pae:PA3454	PA3454	pae00362
pae:PA3590	PA3590	pae00362
pae:PA3591	PA3591	pae00362
pae:PA3809	PA3809	pae00362
pae:PA3925	PA3925	pae00362
pae:PA4486	PA4486	pae00362
pae:PA4785	PA4785	pae00362
pae:PA2507	PA2507	pae00364
pae:PA2509	PA2509	pae00364
pae:PA2515	PA2515	pae00364
pae:PA2516	PA2516	pae00364
pae:PA2517	PA2517	pae00364
pae:PA2518	PA2518	pae00364
pae:PA2682	PA2682	pae00364
pae:PA0202	PA0202	pae00380
pae:PA0421	PA0421	pae00380
pae:PA0447	PA0447	pae00380
pae:PA0704	PA0704	pae00380
pae:PA1586	PA1586	pae00380
pae:PA1587	PA1587	pae00380
pae:PA1629	PA1629	pae00380
pae:PA1736	PA1736	pae00380
pae:PA1737	PA1737	pae00380
pae:PA2001	PA2001	pae00380
pae:PA2080	PA2080	pae00380
pae:PA2081	PA2081	pae00380
pae:PA2147	PA2147	pae00380
pae:PA2250	PA2250	pae00380
pae:PA2553	PA2553	pae00380
pae:PA2579	PA2579	pae00380
pae:PA3014	PA3014	pae00380
pae:PA3366	PA3366	pae00380
pae:PA3591	PA3591	pae00380
pae:PA3925	PA3925	pae00380
pae:PA4163	PA4163	pae00380
pae:PA4236	PA4236	pae00380
pae:PA4342	PA4342	pae00380
pae:PA4613	PA4613	pae00380
pae:PA4785	PA4785	pae00380
pae:PA4829	PA4829	pae00380
pae:PA4899	PA4899	pae00380
pae:PA0025	PA0025	pae00400
pae:PA0035	PA0035	pae00400
pae:PA0036	PA0036	pae00400
pae:PA0242	PA0242	pae00400
pae:PA0244	PA0244	pae00400
pae:PA0245	PA0245	pae00400
pae:PA0609	PA0609	pae00400
pae:PA0649	PA0649	pae00400
pae:PA0650	PA0650	pae00400
pae:PA0651	PA0651	pae00400
pae:PA0870	PA0870	pae00400
pae:PA0872	PA0872	pae00400
pae:PA1001	PA1001	pae00400
pae:PA1002	PA1002	pae00400
pae:PA1681	PA1681	pae00400
pae:PA1750	PA1750	pae00400
pae:PA1901	PA1901	pae00400
pae:PA2531	PA2531	pae00400
pae:PA2843	PA2843	pae00400
pae:PA2943	PA2943	pae00400
pae:PA3113	PA3113	pae00400
pae:PA3139	PA3139	pae00400
pae:PA3165	PA3165	pae00400
pae:PA3166	PA3166	pae00400
pae:PA3475	PA3475	pae00400
pae:PA4212	PA4212	pae00400
pae:PA4447	PA4447	pae00400
pae:PA4846	PA4846	pae00400
pae:PA5038	PA5038	pae00400
pae:PA5039	PA5039	pae00400
pae:PA5184	PA5184	pae00400
pae:PA0870	PA0870	pae00401
pae:PA2531	PA2531	pae00401
pae:PA3139	PA3139	pae00401
pae:PA3165	PA3165	pae00401
pae:PA4447	PA4447	pae00401
pae:PA0609	PA0609	pae00405
pae:PA0649	PA0649	pae00405
pae:PA0996	PA0996	pae00405
pae:PA0997	PA0997	pae00405
pae:PA0998	PA0998	pae00405
pae:PA0999	PA0999	pae00405
pae:PA1000	PA1000	pae00405
pae:PA1001	PA1001	pae00405
pae:PA1002	PA1002	pae00405
pae:PA1899	PA1899	pae00405
pae:PA1900	PA1900	pae00405
pae:PA1902	PA1902	pae00405
pae:PA1903	PA1903	pae00405
pae:PA1904	PA1904	pae00405
pae:PA1905	PA1905	pae00405
pae:PA2587	PA2587	pae00405
pae:PA4209	PA4209	pae00405
pae:PA4210	PA4210	pae00405
pae:PA4211	PA4211	pae00405
pae:PA4213	PA4213	pae00405
pae:PA4214	PA4214	pae00405
pae:PA4215	PA4215	pae00405
pae:PA4216	PA4216	pae00405
pae:PA4217	PA4217	pae00405
pae:PA0130	PA0130	pae00410
pae:PA0132	PA0132	pae00410
pae:PA0439	PA0439	pae00410
pae:PA0440	PA0440	pae00410
pae:PA0441	PA0441	pae00410
pae:PA0444	PA0444	pae00410
pae:PA0747	PA0747	pae00410
pae:PA1629	PA1629	pae00410
pae:PA1737	PA1737	pae00410
pae:PA2552	PA2552	pae00410
pae:PA3014	PA3014	pae00410
pae:PA3570	PA3570	pae00410
pae:PA3591	PA3591	pae00410
pae:PA3713	PA3713	pae00410
pae:PA4730	PA4730	pae00410
pae:PA4731	PA4731	pae00410
pae:PA4899	PA4899	pae00410
pae:PA5313	PA5313	pae00410
pae:PA0164	PA0164	pae00430
pae:PA0361	PA0361	pae00430
pae:PA0835	PA0835	pae00430
pae:PA0836	PA0836	pae00430
pae:PA1338	PA1338	pae00430
pae:PA3068	PA3068	pae00430
pae:PA3935	PA3935	pae00430
pae:PA1310	PA1310	pae00440
pae:PA1311	PA1311	pae00440
pae:PA3372	PA3372	pae00440
pae:PA3374	PA3374	pae00440
pae:PA3375	PA3375	pae00440
pae:PA3377	PA3377	pae00440
pae:PA3378	PA3378	pae00440
pae:PA3379	PA3379	pae00440
pae:PA3380	PA3380	pae00440
pae:PA0400	PA0400	pae00450
pae:PA1642	PA1642	pae00450
pae:PA1843	PA1843	pae00450
pae:PA1927	PA1927	pae00450
pae:PA2616	PA2616	pae00450
pae:PA3482	PA3482	pae00450
pae:PA4442	PA4442	pae00450
pae:PA4443	PA4443	pae00450
pae:PA4808	PA4808	pae00450
pae:PA0164	PA0164	pae00460
pae:PA0361	PA0361	pae00460
pae:PA1338	PA1338	pae00460
pae:PA1726	PA1726	pae00460
pae:PA2193	PA2193	pae00460
pae:PA2194	PA2194	pae00460
pae:PA2195	PA2195	pae00460
pae:PA2253	PA2253	pae00460
pae:PA2444	PA2444	pae00460
pae:PA4602	PA4602	pae00460
pae:PA5415	PA5415	pae00460
pae:PA1253	PA1253	pae00470
pae:PA1254	PA1254	pae00470
pae:PA1266	PA1266	pae00470
pae:PA1267	PA1267	pae00470
pae:PA1268	PA1268	pae00470
pae:PA1337	PA1337	pae00470
pae:PA1638	PA1638	pae00470
pae:PA2217	PA2217	pae00470
pae:PA3357	PA3357	pae00470
pae:PA3862	PA3862	pae00470
pae:PA3863	PA3863	pae00470
pae:PA4201	PA4201	pae00470
pae:PA4410	PA4410	pae00470
pae:PA4414	PA4414	pae00470
pae:PA4662	PA4662	pae00470
pae:PA4835	PA4835	pae00470
pae:PA4836	PA4836	pae00470
pae:PA4930	PA4930	pae00470
pae:PA5084	PA5084	pae00470
pae:PA5277	PA5277	pae00470
pae:PA5278	PA5278	pae00470
pae:PA5302	PA5302	pae00470
pae:PA5304	PA5304	pae00470
pae:PA0164	PA0164	pae00480
pae:PA0361	PA0361	pae00480
pae:PA0407	PA0407	pae00480
pae:PA0473	PA0473	pae00480
pae:PA0492	PA0492	pae00480
pae:PA0838	PA0838	pae00480
pae:PA1287	PA1287	pae00480
pae:PA1338	PA1338	pae00480
pae:PA1466	PA1466	pae00480
pae:PA1655	PA1655	pae00480
pae:PA1687	PA1687	pae00480
pae:PA1890	PA1890	pae00480
pae:PA2025	PA2025	pae00480
pae:PA2110	PA2110	pae00480
pae:PA2111	PA2111	pae00480
pae:PA2112	PA2112	pae00480
pae:PA2181	PA2181	pae00480
pae:PA2263	PA2263	pae00480
pae:PA2623	PA2623	pae00480
pae:PA2624	PA2624	pae00480
pae:PA2813	PA2813	pae00480
pae:PA2821	PA2821	pae00480
pae:PA2826	PA2826	pae00480
pae:PA3035	PA3035	pae00480
pae:PA3083	PA3083	pae00480
pae:PA3183	PA3183	pae00480
pae:PA3831	PA3831	pae00480
pae:PA4401	PA4401	pae00480
pae:PA4509	PA4509	pae00480
pae:PA4510	PA4510	pae00480
pae:PA4511	PA4511	pae00480
pae:PA4519	PA4519	pae00480
pae:PA4774	PA4774	pae00480
pae:PA5203	PA5203	pae00480
pae:PA5439	PA5439	pae00480
pae:PA1726	PA1726	pae00500
pae:PA2023	PA2023	pae00500
pae:PA2144	PA2144	pae00500
pae:PA2151	PA2151	pae00500
pae:PA2152	PA2152	pae00500
pae:PA2153	PA2153	pae00500
pae:PA2160	PA2160	pae00500
pae:PA2162	PA2162	pae00500
pae:PA2163	PA2163	pae00500
pae:PA2164	PA2164	pae00500
pae:PA2165	PA2165	pae00500
pae:PA2344	PA2344	pae00500
pae:PA2416	PA2416	pae00500
pae:PA3193	PA3193	pae00500
pae:PA4732	PA4732	pae00500
pae:PA5322	PA5322	pae00500
pae:PA0596	PA0596	pae00520
pae:PA0597	PA0597	pae00520
pae:PA0666	PA0666	pae00520
pae:PA1384	PA1384	pae00520
pae:PA2022	PA2022	pae00520
pae:PA2023	PA2023	pae00520
pae:PA2232	PA2232	pae00520
pae:PA2300	PA2300	pae00520
pae:PA2344	PA2344	pae00520
pae:PA2977	PA2977	pae00520
pae:PA3005	PA3005	pae00520
pae:PA3172	PA3172	pae00520
pae:PA3193	PA3193	pae00520
pae:PA3540	PA3540	pae00520
pae:PA3551	PA3551	pae00520
pae:PA3559	PA3559	pae00520
pae:PA3758	PA3758	pae00520
pae:PA3759	PA3759	pae00520
pae:PA3761	PA3761	pae00520
pae:PA4068	PA4068	pae00520
pae:PA4450	PA4450	pae00520
pae:PA4732	PA4732	pae00520
pae:PA4749	PA4749	pae00520
pae:PA5163	PA5163	pae00520
pae:PA5322	PA5322	pae00520
pae:PA5452	PA5452	pae00520
pae:PA5549	PA5549	pae00520
pae:PA5552	PA5552	pae00520
pae:PA3193	PA3193	pae00521
pae:PA3818	PA3818	pae00521
pae:PA4069	PA4069	pae00521
pae:PA5161	PA5161	pae00521
pae:PA5162	PA5162	pae00521
pae:PA5163	PA5163	pae00521
pae:PA5164	PA5164	pae00521
pae:PA5322	PA5322	pae00521
pae:PA4069	PA4069	pae00523
pae:PA5161	PA5161	pae00523
pae:PA5162	PA5162	pae00523
pae:PA5163	PA5163	pae00523
pae:PA5164	PA5164	pae00523
pae:PA5161	PA5161	pae00525
pae:PA5163	PA5163	pae00525
pae:PA0011	PA0011	pae00540
pae:PA0936	PA0936	pae00540
pae:PA1792	PA1792	pae00540
pae:PA1972	PA1972	pae00540
pae:PA2981	PA2981	pae00540
pae:PA3242	PA3242	pae00540
pae:PA3310	PA3310	pae00540
pae:PA3556	PA3556	pae00540
pae:PA3643	PA3643	pae00540
pae:PA3644	PA3644	pae00540
pae:PA3646	PA3646	pae00540
pae:PA4406	PA4406	pae00540
pae:PA4512	PA4512	pae00540
pae:PA4517	PA4517	pae00540
pae:PA4661	PA4661	pae00540
pae:PA4988	PA4988	pae00540
pae:PA4999	PA4999	pae00540
pae:PA5009	PA5009	pae00540
pae:PA5010	PA5010	pae00540
pae:PA5011	PA5011	pae00540
pae:PA5012	PA5012	pae00540
pae:PA0006	PA0006	pae00541
pae:PA2022	PA2022	pae00541
pae:PA2023	PA2023	pae00541
pae:PA2232	PA2232	pae00541
pae:PA2979	PA2979	pae00541
pae:PA3141	PA3141	pae00541
pae:PA3146	PA3146	pae00541
pae:PA3148	PA3148	pae00541
pae:PA3150	PA3150	pae00541
pae:PA3155	PA3155	pae00541
pae:PA3156	PA3156	pae00541
pae:PA3158	PA3158	pae00541
pae:PA3159	PA3159	pae00541
pae:PA3337	PA3337	pae00541
pae:PA3551	PA3551	pae00541
pae:PA3552	PA3552	pae00541
pae:PA3553	PA3553	pae00541
pae:PA3554	PA3554	pae00541
pae:PA3555	PA3555	pae00541
pae:PA3559	PA3559	pae00541
pae:PA3636	PA3636	pae00541
pae:PA4069	PA4069	pae00541
pae:PA4425	PA4425	pae00541
pae:PA4457	PA4457	pae00541
pae:PA4458	PA4458	pae00541
pae:PA4996	PA4996	pae00541
pae:PA5161	PA5161	pae00541
pae:PA5162	PA5162	pae00541
pae:PA5163	PA5163	pae00541
pae:PA5164	PA5164	pae00541
pae:PA5236	PA5236	pae00541
pae:PA5452	PA5452	pae00541
pae:PA5453	PA5453	pae00541
pae:PA5454	PA5454	pae00541
pae:PA5552	PA5552	pae00541
pae:PA2105	PA2105	pae00543
pae:PA2231	PA2231	pae00543
pae:PA2233	PA2233	pae00543
pae:PA2236	PA2236	pae00543
pae:PA2238	PA2238	pae00543
pae:PA2239	PA2239	pae00543
pae:PA3541	PA3541	pae00543
pae:PA3542	PA3542	pae00543
pae:PA3546	PA3546	pae00543
pae:PA3548	PA3548	pae00543
pae:PA3549	PA3549	pae00543
pae:PA3550	PA3550	pae00543
pae:PA3816	PA3816	pae00543
pae:PA0378	PA0378	pae00550
pae:PA1959	PA1959	pae00550
pae:PA2272	PA2272	pae00550
pae:PA2977	PA2977	pae00550
pae:PA3047	PA3047	pae00550
pae:PA3652	PA3652	pae00550
pae:PA3999	PA3999	pae00550
pae:PA4002	PA4002	pae00550
pae:PA4003	PA4003	pae00550
pae:PA4201	PA4201	pae00550
pae:PA4410	PA4410	pae00550
pae:PA4411	PA4411	pae00550
pae:PA4412	PA4412	pae00550
pae:PA4413	PA4413	pae00550
pae:PA4414	PA4414	pae00550
pae:PA4415	PA4415	pae00550
pae:PA4416	PA4416	pae00550
pae:PA4417	PA4417	pae00550
pae:PA4418	PA4418	pae00550
pae:PA4450	PA4450	pae00550
pae:PA4700	PA4700	pae00550
pae:PA5045	PA5045	pae00550
pae:PA1959	PA1959	pae00552
pae:PA3141	PA3141	pae00552
pae:PA0005	PA0005	pae00561
pae:PA0581	PA0581	pae00561
pae:PA1052	PA1052	pae00561
pae:PA1487	PA1487	pae00561
pae:PA1499	PA1499	pae00561
pae:PA2275	PA2275	pae00561
pae:PA2862	PA2862	pae00561
pae:PA2969	PA2969	pae00561
pae:PA3579	PA3579	pae00561
pae:PA3582	PA3582	pae00561
pae:PA3603	PA3603	pae00561
pae:PA3673	PA3673	pae00561
pae:PA4813	PA4813	pae00561
pae:PA4899	PA4899	pae00561
pae:PA0130	PA0130	pae00562
pae:PA0747	PA0747	pae00562
pae:PA0844	PA0844	pae00562
pae:PA3319	PA3319	pae00562
pae:PA3570	PA3570	pae00562
pae:PA3818	PA3818	pae00562
pae:PA4748	PA4748	pae00562
pae:PA0005	PA0005	pae00564
pae:PA0347	PA0347	pae00564
pae:PA0581	PA0581	pae00564
pae:PA0844	PA0844	pae00564
pae:PA1489	PA1489	pae00564
pae:PA1614	PA1614	pae00564
pae:PA2155	PA2155	pae00564
pae:PA2352	PA2352	pae00564
pae:PA2536	PA2536	pae00564
pae:PA2584	PA2584	pae00564
pae:PA2990	PA2990	pae00564
pae:PA3025	PA3025	pae00564
pae:PA3319	PA3319	pae00564
pae:PA3584	PA3584	pae00564
pae:PA3603	PA3603	pae00564
pae:PA3651	PA3651	pae00564
pae:PA3673	PA3673	pae00564
pae:PA3857	PA3857	pae00564
pae:PA4024	PA4024	pae00564
pae:PA4025	PA4025	pae00564
pae:PA4050	PA4050	pae00564
pae:PA4339	PA4339	pae00564
pae:PA4693	PA4693	pae00564
pae:PA4957	PA4957	pae00564
pae:PA5292	PA5292	pae00564
pae:PA5310	PA5310	pae00564
pae:PA5394	PA5394	pae00564
pae:PA0844	PA0844	pae00565
pae:PA3026	PA3026	pae00565
pae:PA3319	PA3319	pae00565
pae:PA2940	PA2940	pae00592
pae:PA3013	PA3013	pae00592
pae:PA3454	PA3454	pae00592
pae:PA0183	PA0183	pae00600
pae:PA0845	PA0845	pae00600
pae:PA0318	PA0318	pae00620
pae:PA0482	PA0482	pae00620
pae:PA0493	PA0493	pae00620
pae:PA0494	PA0494	pae00620
pae:PA0710	PA0710	pae00620
pae:PA0832	PA0832	pae00620
pae:PA0835	PA0835	pae00620
pae:PA0836	PA0836	pae00620
pae:PA0854	PA0854	pae00620
pae:PA0887	PA0887	pae00620
pae:PA0927	PA0927	pae00620
pae:PA0954	PA0954	pae00620
pae:PA1017	PA1017	pae00620
pae:PA1135	PA1135	pae00620
pae:PA1498	PA1498	pae00620
pae:PA1587	PA1587	pae00620
pae:PA1736	PA1736	pae00620
pae:PA1770	PA1770	pae00620
pae:PA1813	PA1813	pae00620
pae:PA1982	PA1982	pae00620
pae:PA1984	PA1984	pae00620
pae:PA2001	PA2001	pae00620
pae:PA2108	PA2108	pae00620
pae:PA2119	PA2119	pae00620
pae:PA2250	PA2250	pae00620
pae:PA2266	PA2266	pae00620
pae:PA2275	PA2275	pae00620
pae:PA2382	PA2382	pae00620
pae:PA2553	PA2553	pae00620
pae:PA2555	PA2555	pae00620
pae:PA3112	PA3112	pae00620
pae:PA3452	PA3452	pae00620
pae:PA3471	PA3471	pae00620
pae:PA3524	PA3524	pae00620
pae:PA3629	PA3629	pae00620
pae:PA3639	PA3639	pae00620
pae:PA3687	PA3687	pae00620
pae:PA3792	PA3792	pae00620
pae:PA3896	PA3896	pae00620
pae:PA3925	PA3925	pae00620
pae:PA4022	PA4022	pae00620
pae:PA4152	PA4152	pae00620
pae:PA4329	PA4329	pae00620
pae:PA4333	PA4333	pae00620
pae:PA4470	PA4470	pae00620
pae:PA4640	PA4640	pae00620
pae:PA4733	PA4733	pae00620
pae:PA4771	PA4771	pae00620
pae:PA4772	PA4772	pae00620
pae:PA4785	PA4785	pae00620
pae:PA4829	PA4829	pae00620
pae:PA4847	PA4847	pae00620
pae:PA4848	PA4848	pae00620
pae:PA4872	PA4872	pae00620
pae:PA4899	PA4899	pae00620
pae:PA5015	PA5015	pae00620
pae:PA5016	PA5016	pae00620
pae:PA5046	PA5046	pae00620
pae:PA5111	PA5111	pae00620
pae:PA5192	PA5192	pae00620
pae:PA5297	PA5297	pae00620
pae:PA5427	PA5427	pae00620
pae:PA5435	PA5435	pae00620
pae:PA5436	PA5436	pae00620
pae:PA5445	PA5445	pae00620
pae:PA2083	PA2083	pae00622
pae:PA2085	PA2085	pae00622
pae:PA2515	PA2515	pae00622
pae:PA2516	PA2516	pae00622
pae:PA2517	PA2517	pae00622
pae:PA2518	PA2518	pae00622
pae:PA2507	PA2507	pae00623
pae:PA2509	PA2509	pae00623
pae:PA0810	PA0810	pae00625
pae:PA1982	PA1982	pae00625
pae:PA2086	PA2086	pae00625
pae:PA3629	PA3629	pae00625
pae:PA4899	PA4899	pae00625
pae:PA5421	PA5421	pae00625
pae:PA5427	PA5427	pae00625
pae:PA3629	PA3629	pae00626
pae:PA5427	PA5427	pae00626
pae:PA0202	PA0202	pae00627
pae:PA0704	PA0704	pae00627
pae:PA0954	PA0954	pae00627
pae:PA1208	PA1208	pae00627
pae:PA1629	PA1629	pae00627
pae:PA2512	PA2512	pae00627
pae:PA2513	PA2513	pae00627
pae:PA2514	PA2514	pae00627
pae:PA3366	PA3366	pae00627
pae:PA3591	PA3591	pae00627
pae:PA4019	PA4019	pae00627
pae:PA4163	PA4163	pae00627
pae:PA4342	PA4342	pae00627
pae:PA4901	PA4901	pae00627
pae:PA4904	PA4904	pae00627
pae:PA4905	PA4905	pae00627
pae:PA0065	PA0065	pae00630
pae:PA0296	PA0296	pae00630
pae:PA0298	PA0298	pae00630
pae:PA0482	PA0482	pae00630
pae:PA0608	PA0608	pae00630
pae:PA0795	PA0795	pae00630
pae:PA0887	PA0887	pae00630
pae:PA1052	PA1052	pae00630
pae:PA1499	PA1499	pae00630
pae:PA1500	PA1500	pae00630
pae:PA1501	PA1501	pae00630
pae:PA1502	PA1502	pae00630
pae:PA1562	PA1562	pae00630
pae:PA1566	PA1566	pae00630
pae:PA1580	PA1580	pae00630
pae:PA1587	PA1587	pae00630
pae:PA1654	PA1654	pae00630
pae:PA1736	PA1736	pae00630
pae:PA1787	PA1787	pae00630
pae:PA2001	PA2001	pae00630
pae:PA2040	PA2040	pae00630
pae:PA2081	PA2081	pae00630
pae:PA2147	PA2147	pae00630
pae:PA2250	PA2250	pae00630
pae:PA2442	PA2442	pae00630
pae:PA2444	PA2444	pae00630
pae:PA2445	PA2445	pae00630
pae:PA2446	PA2446	pae00630
pae:PA2553	PA2553	pae00630
pae:PA2555	PA2555	pae00630
pae:PA2634	PA2634	pae00630
pae:PA2974	PA2974	pae00630
pae:PA3131	PA3131	pae00630
pae:PA3181	PA3181	pae00630
pae:PA3302	PA3302	pae00630
pae:PA3356	PA3356	pae00630
pae:PA3896	PA3896	pae00630
pae:PA3925	PA3925	pae00630
pae:PA4236	PA4236	pae00630
pae:PA4314	PA4314	pae00630
pae:PA4602	PA4602	pae00630
pae:PA4613	PA4613	pae00630
pae:PA4626	PA4626	pae00630
pae:PA4733	PA4733	pae00630
pae:PA4785	PA4785	pae00630
pae:PA4796	PA4796	pae00630
pae:PA4810	PA4810	pae00630
pae:PA4811	PA4811	pae00630
pae:PA4812	PA4812	pae00630
pae:PA4829	PA4829	pae00630
pae:PA5091	PA5091	pae00630
pae:PA5119	PA5119	pae00630
pae:PA5213	PA5213	pae00630
pae:PA5214	PA5214	pae00630
pae:PA5215	PA5215	pae00630
pae:PA5353	PA5353	pae00630
pae:PA5354	PA5354	pae00630
pae:PA5355	PA5355	pae00630
pae:PA5415	PA5415	pae00630
pae:PA5420	PA5420	pae00630
pae:PA5508	PA5508	pae00630
pae:PA5522	PA5522	pae00630
pae:PA1334	PA1334	pae00633
pae:PA2932	PA2932	pae00633
pae:PA0130	PA0130	pae00640
pae:PA0132	PA0132	pae00640
pae:PA0493	PA0493	pae00640
pae:PA0494	PA0494	pae00640
pae:PA0747	PA0747	pae00640
pae:PA0792	PA0792	pae00640
pae:PA0793	PA0793	pae00640
pae:PA0794	PA0794	pae00640
pae:PA0795	PA0795	pae00640
pae:PA0796	PA0796	pae00640
pae:PA0835	PA0835	pae00640
pae:PA0836	PA0836	pae00640
pae:PA0887	PA0887	pae00640
pae:PA1017	PA1017	pae00640
pae:PA1562	PA1562	pae00640
pae:PA1587	PA1587	pae00640
pae:PA1588	PA1588	pae00640
pae:PA1589	PA1589	pae00640
pae:PA1629	PA1629	pae00640
pae:PA1737	PA1737	pae00640
pae:PA1787	PA1787	pae00640
pae:PA1833	PA1833	pae00640
pae:PA2247	PA2247	pae00640
pae:PA2248	PA2248	pae00640
pae:PA2249	PA2249	pae00640
pae:PA2250	PA2250	pae00640
pae:PA2552	PA2552	pae00640
pae:PA2555	PA2555	pae00640
pae:PA2634	PA2634	pae00640
pae:PA3014	PA3014	pae00640
pae:PA3112	PA3112	pae00640
pae:PA3415	PA3415	pae00640
pae:PA3416	PA3416	pae00640
pae:PA3417	PA3417	pae00640
pae:PA3568	PA3568	pae00640
pae:PA3570	PA3570	pae00640
pae:PA3591	PA3591	pae00640
pae:PA3639	PA3639	pae00640
pae:PA4733	PA4733	pae00640
pae:PA4829	PA4829	pae00640
pae:PA4847	PA4847	pae00640
pae:PA4848	PA4848	pae00640
pae:PA5313	PA5313	pae00640
pae:PA0202	PA0202	pae00643
pae:PA0226	PA0226	pae00643
pae:PA0227	PA0227	pae00643
pae:PA0704	PA0704	pae00643
pae:PA2007	PA2007	pae00643
pae:PA2008	PA2008	pae00643
pae:PA2009	PA2009	pae00643
pae:PA2473	PA2473	pae00643
pae:PA3366	PA3366	pae00643
pae:PA4073	PA4073	pae00643
pae:PA4163	PA4163	pae00643
pae:PA4342	PA4342	pae00643
pae:PA0226	PA0226	pae00650
pae:PA0227	PA0227	pae00650
pae:PA0265	PA0265	pae00650
pae:PA0266	PA0266	pae00650
pae:PA1417	PA1417	pae00650
pae:PA1581	PA1581	pae00650
pae:PA1582	PA1582	pae00650
pae:PA1583	PA1583	pae00650
pae:PA1584	PA1584	pae00650
pae:PA1628	PA1628	pae00650
pae:PA1629	PA1629	pae00650
pae:PA1736	PA1736	pae00650
pae:PA1737	PA1737	pae00650
pae:PA1997	PA1997	pae00650
pae:PA1999	PA1999	pae00650
pae:PA2000	PA2000	pae00650
pae:PA2001	PA2001	pae00650
pae:PA2003	PA2003	pae00650
pae:PA2011	PA2011	pae00650
pae:PA2035	PA2035	pae00650
pae:PA2119	PA2119	pae00650
pae:PA2552	PA2552	pae00650
pae:PA2553	PA2553	pae00650
pae:PA2950	PA2950	pae00650
pae:PA3014	PA3014	pae00650
pae:PA3302	PA3302	pae00650
pae:PA3506	PA3506	pae00650
pae:PA3590	PA3590	pae00650
pae:PA3591	PA3591	pae00650
pae:PA3925	PA3925	pae00650
pae:PA4097	PA4097	pae00650
pae:PA4148	PA4148	pae00650
pae:PA4153	PA4153	pae00650
pae:PA4180	PA4180	pae00650
pae:PA4695	PA4695	pae00650
pae:PA4696	PA4696	pae00650
pae:PA4785	PA4785	pae00650
pae:PA5056	PA5056	pae00650
pae:PA5058	PA5058	pae00650
pae:PA5445	PA5445	pae00650
pae:PA0878	PA0878	pae00660
pae:PA0882	PA0882	pae00660
pae:PA0883	PA0883	pae00660
pae:PA1417	PA1417	pae00660
pae:PA1588	PA1588	pae00660
pae:PA1589	PA1589	pae00660
pae:PA2035	PA2035	pae00660
pae:PA3118	PA3118	pae00660
pae:PA3120	PA3120	pae00660
pae:PA3121	PA3121	pae00660
pae:PA3506	PA3506	pae00660
pae:PA4180	PA4180	pae00660
pae:PA4695	PA4695	pae00660
pae:PA4696	PA4696	pae00660
pae:PA0342	PA0342	pae00670
pae:PA0350	PA0350	pae00670
pae:PA0399	PA0399	pae00670
pae:PA0400	PA0400	pae00670
pae:PA0430	PA0430	pae00670
pae:PA0432	PA0432	pae00670
pae:PA0546	PA0546	pae00670
pae:PA0944	PA0944	pae00670
pae:PA1587	PA1587	pae00670
pae:PA1796	PA1796	pae00670
pae:PA1843	PA1843	pae00670
pae:PA2250	PA2250	pae00670
pae:PA2442	PA2442	pae00670
pae:PA2444	PA2444	pae00670
pae:PA2445	PA2445	pae00670
pae:PA2446	PA2446	pae00670
pae:PA3437	PA3437	pae00670
pae:PA4314	PA4314	pae00670
pae:PA4602	PA4602	pae00670
pae:PA4796	PA4796	pae00670
pae:PA4829	PA4829	pae00670
pae:PA4854	PA4854	pae00670
pae:PA5213	PA5213	pae00670
pae:PA5214	PA5214	pae00670
pae:PA5215	PA5215	pae00670
pae:PA5228	PA5228	pae00670
pae:PA5372	PA5372	pae00670
pae:PA5373	PA5373	pae00670
pae:PA5415	PA5415	pae00670
pae:PA5420	PA5420	pae00670
pae:PA0316	PA0316	pae00680
pae:PA0555	PA0555	pae00680
pae:PA0835	PA0835	pae00680
pae:PA0836	PA0836	pae00680
pae:PA0887	PA0887	pae00680
pae:PA1499	PA1499	pae00680
pae:PA1757	PA1757	pae00680
pae:PA1770	PA1770	pae00680
pae:PA2444	PA2444	pae00680
pae:PA2555	PA2555	pae00680
pae:PA3167	PA3167	pae00680
pae:PA3628	PA3628	pae00680
pae:PA3629	PA3629	pae00680
pae:PA3635	PA3635	pae00680
pae:PA3687	PA3687	pae00680
pae:PA4602	PA4602	pae00680
pae:PA4626	PA4626	pae00680
pae:PA4733	PA4733	pae00680
pae:PA4810	PA4810	pae00680
pae:PA4811	PA4811	pae00680
pae:PA4812	PA4812	pae00680
pae:PA4960	PA4960	pae00680
pae:PA5110	PA5110	pae00680
pae:PA5131	PA5131	pae00680
pae:PA5415	PA5415	pae00680
pae:PA5421	PA5421	pae00680
pae:PA0330	PA0330	pae00710
pae:PA0548	PA0548	pae00710
pae:PA0552	PA0552	pae00710
