,ID,Gene,VF,Source_Organism
148,>VFG037497(gb|WP_085947929),(ACICU_RS04580) TonB-dependent receptor,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii ACICU
149,>VFG037498(gb|WP_086378951),(BJAB0715_RS05240) TonB-dependent receptor,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii BJAB0715
150,>VFG037499(gb|WP_099959819),(BJAB0868_RS05185) TonB-dependent receptor,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii BJAB0868
151,>VFG037501(gb|WP_134815915),(ABSDF_RS10825) TonB-dependent receptor,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii SDF
152,>VFG037502(gb|YP_005797900),(ABTW07_1004) hypothetical protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii TCDC-AB0715
153,>VFG037503(gb|WP_086222635),(M3Q_RS06195) TonB-dependent receptor,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii TYTH-1
154,>VFG037504(gb|WP_001991318),(AB57_RS05115) transferrin-binding protein-like solute binding protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii AB0057
155,>VFG037505(gb|WP_002002089),(ACICU_RS04585) transferrin-binding protein-like solute binding protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii ACICU
156,>VFG037506(gb|WP_002004304),(BJAB0715_RS05245) transferrin-binding protein-like solute binding protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii BJAB0715
157,>VFG037508(gb|WP_002004304),(ABZJ_RS11165) transferrin-binding protein-like solute binding protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii MDR-ZJ06
158,>VFG037509(gb|WP_012297258),(ABSDF_RS10820) transferrin-binding protein-like solute binding protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii SDF
159,>VFG037512(gb|WP_079740461),(AB57_RS05120) porin family protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii AB0057
160,>VFG037513(gb|WP_085947930),(ACICU_RS04590) porin family protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii ACICU
161,>VFG037514(gb|WP_086225839),(BJAB0715_RS05250) porin family protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii BJAB0715
162,>VFG037517(gb|WP_134815976),(ABSDF_RS10815) porin family protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii SDF
163,>VFG037518(gb|YP_005797902),(ABTW07_1006) hypothetical protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii TCDC-AB0715
164,>VFG037520(gb|WP_000837763),(AB57_RS05125) energy transducer TonB,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii AB0057
165,>VFG037521(gb|WP_000837764),(ACICU_RS04595) TonB family protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii ACICU
166,>VFG037522(gb|WP_000837760),(BJAB0715_RS05255) energy transducer TonB,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii BJAB0715
167,>VFG037525(gb|WP_000837758),(ABSDF_RS10810) energy transducer TonB,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii SDF
168,>VFG037528(gb|WP_002000381),(hemO) biliverdin-producing heme oxygenase,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii AB0057
169,>VFG037529(gb|WP_002062720),(hemO) biliverdin-producing heme oxygenase,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii ACICU
170,>VFG037530(gb|WP_002036588),(hemO) biliverdin-producing heme oxygenase,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii BJAB0715
171,>VFG037533(gb|WP_012297256),(hemO) biliverdin-producing heme oxygenase,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii SDF
172,>VFG037537(gb|WP_000359621),(ACICU_RS04605) YbaN family protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii ACICU
173,>VFG037538(gb|WP_000359624),(BJAB0715_RS05265) YbaN family protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii BJAB0715
174,>VFG037541(gb|WP_000359625),(ABSDF_RS10800) YbaN family protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii SDF
175,>VFG037544(gb|WP_000061141),(ABK1_RS04740) hypothetical protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii 1656-2
176,>VFG037545(gb|WP_000061137),(AB57_RS05140) hypothetical protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii AB0057
177,>VFG037546(gb|WP_000061139),(ABBFA_RS13340) hypothetical protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii AB307-0294
178,>VFG037547(gb|WP_000061137),(ACICU_RS04610) hypothetical protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii ACICU
179,>VFG037550(gb|WP_000061140),(BJAB0715_RS05270) hypothetical protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii BJAB0715
180,>VFG037552(gb|WP_000061136),(ABD1_RS04520) hypothetical protein,HemO cluster (VF0636) - Nutritional/Metabolic factor (VFC0272),Acinetobacter baumannii D1279779
181,>VFG037560(gb|WP_000790104),(csuA/B) Csu pilus major pilin subunit CsuA/B,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii ACICU
182,>VFG037558(gb|WP_000790104),(csuA/B) Csu pilus major pilin subunit CsuA/B,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii AB0057
183,>VFG037561(gb|YP_001085247),(csuA/B) Csu pilus major pilin subunit CsuA/B,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii ATCC 17978
184,>VFG037564(gb|WP_000790104),(csuA/B) Csu pilus major pilin subunit CsuA/B,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0715
185,>VFG037566(gb|WP_000790104),(csuA/B) Csu pilus major pilin subunit CsuA/B,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii D1279779
186,>VFG037568(gb|YP_005799494),(csuA/B) Csu pilus major pilin subunit CsuA/B,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii TCDC-AB0715
187,>VFG037570(gb|WP_000576999),(csuA) Csu pilus subunit CsuA,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii 1656-2
188,>VFG037571(gb|WP_000577009),(csuA) Csu pilus subunit CsuA,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii AB0057
189,>VFG037573,(csuA) Csu pilus subunit CsuA,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii ACICU
190,>VFG037574(gb|YP_001085246),(csuA) Csu pilus subunit CsuA,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii ATCC 17978
191,>VFG037577(gb|WP_020753328),(csuA) Csu pilus subunit CsuA,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0715
192,>VFG037579(gb|WP_000577005),(csuA) Csu pilus subunit CsuA,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii D1279779
193,>VFG037586(gb|WP_000876480),(csuB) Csu pilus subunit CsuB,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii ACICU
194,>VFG037584(gb|WP_000876475),(csuB) Csu pilus subunit CsuB,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii AB0057
195,>VFG037587(gb|YP_001085245),(csuB) Csu pilus subunit CsuB,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii ATCC 17978
196,>VFG037590(gb|WP_020753327),(csuB) Csu pilus subunit CsuB,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0715
197,>VFG037592(gb|WP_000876473),(csuB) Csu pilus subunit CsuB,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii D1279779
198,>VFG037599(gb|WP_001988023),(csuC) Csu pilus chaperone protein CsuC,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii ACICU
199,>VFG037597(gb|WP_001986519),(csuC) Csu pilus chaperone protein CsuC,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii AB0057
200,>VFG037598(gb|WP_001065473),(csuC) Csu pilus chaperone protein CsuC,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii AB307-0294
201,>VFG037600(gb|YP_001085244),(csuC) Csu pilus chaperone protein CsuC,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii ATCC 17978
202,>VFG037603(gb|WP_153565311),(csuC) Csu pilus chaperone protein CsuC,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0715
203,>VFG037605(gb|WP_005128301),(csuC) Csu pilus chaperone protein CsuC,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii D1279779
204,>VFG037609,(csuD) Csu pilus usher protein CsuD,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii 1656-2
205,>VFG037610(gb|WP_000603294),(csuD) Csu pilus usher protein CsuD,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii AB0057
206,>VFG037612(gb|WP_000603301),(csuD) Csu pilus usher protein CsuD,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii ACICU
207,>VFG037613(gb|YP_001085243),(csuD) Csu pilus usher protein CsuD,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii ATCC 17978
208,>VFG037614(gb|WP_000603294),(csuD) Csu pilus usher protein CsuD,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii AYE
209,>VFG037616(gb|WP_020753325),(csuD) Csu pilus usher protein CsuD,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0715
210,>VFG037618(gb|WP_000603316),(csuD) Csu pilus usher protein CsuD,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii D1279779
211,>VFG037620(gb|YP_005799490),(csuD) Csu pilus usher protein CsuD,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii TCDC-AB0715
212,>VFG037622(gb|WP_001022752),(csuE) Csu pilus tip adhesin CsuE,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii 1656-2
213,>VFG037623(gb|WP_002017500),(csuE) Csu pilus tip adhesin CsuE,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii AB0057
214,>VFG037625(gb|WP_001022730),(csuE) Csu pilus tip adhesin CsuE,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii ACICU
215,>VFG037626(gb|YP_001085242),(csuE) Csu pilus tip adhesin CsuE,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii ATCC 17978
216,>VFG037628(gb|WP_001022742),(csuE) Csu pilus tip adhesin CsuE,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii BJAB07104
217,>VFG037629(gb|WP_001022721),(csuE) Csu pilus tip adhesin CsuE,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0715
218,>VFG037630(gb|WP_001022749),(csuE) Csu pilus tip adhesin CsuE,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0868
219,>VFG037631(gb|WP_001022722),(csuE) Csu pilus tip adhesin CsuE,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii D1279779
220,>VFG037632(gb|WP_001022751),(csuE) Csu pilus tip adhesin CsuE,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii MDR-TJ
221,>VFG037633(gb|YP_005799489),(csuE) Csu pilus tip adhesin CsuE,Csu fimbriae (VF0461) - Biofilm (VFC0271),Acinetobacter baumannii TCDC-AB0715
222,>VFG037635(gb|WP_193759791),(bap) biofilm-associated protein,Bap (VF0462) - Biofilm (VFC0271),Acinetobacter baumannii 1656-2
223,>VFG037636(gb|WP_001187640),(bap) biofilm-associated protein,Bap (VF0462) - Biofilm (VFC0271),Acinetobacter baumannii AB0057
224,>VFG037638(gb|WP_193759656),(bap) biofilm-associated protein,Bap (VF0462) - Biofilm (VFC0271),Acinetobacter baumannii ACICU
225,>VFG037639(gb|YP_001085711),(bap) biofilm-associated protein,Bap (VF0462) - Biofilm (VFC0271),Acinetobacter baumannii ATCC 17978
226,>VFG037641(gb|WP_078197625),(bap) biofilm-associated protein,Bap (VF0462) - Biofilm (VFC0271),Acinetobacter baumannii BJAB07104
227,>VFG037642(gb|WP_020753413),(bap) biofilm-associated protein,Bap (VF0462) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0715
228,>VFG037643(gb|WP_158318336),(bap) biofilm-associated protein,Bap (VF0462) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0868
229,>VFG037644(gb|WP_031961704),(bap) biofilm-associated protein,Bap (VF0462) - Biofilm (VFC0271),Acinetobacter baumannii MDR-TJ
230,>VFG037645(gb|YP_005800038),(bap) biofilm-associated protein,Bap (VF0462) - Biofilm (VFC0271),Acinetobacter baumannii TCDC-AB0715
231,>VFG037646,(bap) biofilm-associated protein,Bap (VF0462) - Biofilm (VFC0271),Acinetobacter baumannii TYTH-1
232,>VFG037647(gb|WP_000913306),"(pgaA) poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii 1656-2
233,>VFG037648(gb|WP_000913301),"(pgaA) poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii AB0057
234,>VFG037650,"(pgaA) poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii ACICU
235,>VFG037651(gb|YP_001085191),"(pgaA) poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii ATCC 17978
236,>VFG037654(gb|WP_038346670),"(pgaA) poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0715
237,>VFG037656(gb|WP_000913297),"(pgaA) poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii D1279779
238,>VFG037659(gb|YP_005799438),"(pgaA) poly-beta-1,6 N-acetyl-D-glucosamine export porin PgaA",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii TCDC-AB0715
239,>VFG037664(gb|WP_001061322),"(pgaB) poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii ACICU
240,>VFG037662(gb|WP_001061302),"(pgaB) poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii AB0057
241,>VFG037665(gb|YP_001085190),"(pgaB) poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii ATCC 17978
242,>VFG037668(gb|WP_020753304),"(pgaB) poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0715
243,>VFG037670(gb|WP_001061301),"(pgaB) poly-beta-1,6-N-acetyl-D-glucosamine N-deacetylase PgaB",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii D1279779
244,>VFG037678(gb|WP_000866237),"(pgaC) poly-beta-1,6 N-acetyl-D-glucosamine synthase",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii ACICU
245,>VFG037676(gb|WP_000866245),"(pgaC) poly-beta-1,6 N-acetyl-D-glucosamine synthase",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii AB0057
246,>VFG037679(gb|YP_001085189),"(pgaC) poly-beta-1,6 N-acetyl-D-glucosamine synthase",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii ATCC 17978
247,>VFG037682(gb|WP_000866236),"(pgaC) poly-beta-1,6 N-acetyl-D-glucosamine synthase",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0715
248,>VFG037684(gb|WP_000866237),"(pgaC) poly-beta-1,6 N-acetyl-D-glucosamine synthase",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii D1279779
249,>VFG037692(gb|WP_000786639),"(pgaD) poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii ACICU
250,>VFG037690(gb|WP_000786881),"(pgaD) poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii AB0057
251,>VFG037695(gb|WP_000786639),"(pgaD) poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0715
252,>VFG037697(gb|WP_000786881),"(pgaD) poly-beta-1,6-N-acetyl-D-glucosamine biosynthesis protein PgaD",PNAG (VF0472) - Biofilm (VFC0271),Acinetobacter baumannii D1279779
253,>VFG037705(gb|WP_000010636),(adeF) membrane-fusion protein,AdeFGH efflux pump (VF0504) - Biofilm (VFC0271),Acinetobacter baumannii ACICU
254,>VFG037703(gb|WP_000010636),(adeF) membrane-fusion protein,AdeFGH efflux pump (VF0504) - Biofilm (VFC0271),Acinetobacter baumannii AB0057
255,>VFG037706(gb|YP_001085329),(adeF) membrane-fusion protein,AdeFGH efflux pump (VF0504) - Biofilm (VFC0271),Acinetobacter baumannii ATCC 17978
256,>VFG037709(gb|WP_000010642),(adeF) membrane-fusion protein,AdeFGH efflux pump (VF0504) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0715
257,>VFG037711(gb|WP_000010646),(adeF) membrane-fusion protein,AdeFGH efflux pump (VF0504) - Biofilm (VFC0271),Acinetobacter baumannii D1279779
258,>VFG037714(gb|WP_000010641),(adeF) membrane-fusion protein,AdeFGH efflux pump (VF0504) - Biofilm (VFC0271),Acinetobacter baumannii SDF
259,>VFG037720(gb|WP_001027056),(adeG) cation/multidrug efflux pump,AdeFGH efflux pump (VF0504) - Biofilm (VFC0271),Acinetobacter baumannii ACICU
260,>VFG037718(gb|WP_001027069),(adeG) cation/multidrug efflux pump,AdeFGH efflux pump (VF0504) - Biofilm (VFC0271),Acinetobacter baumannii AB0057
261,>VFG037721(gb|YP_001085330),(adeG) cation/multidrug efflux pump,AdeFGH efflux pump (VF0504) - Biofilm (VFC0271),Acinetobacter baumannii ATCC 17978
262,>VFG037724(gb|WP_001027061),(adeG) cation/multidrug efflux pump,AdeFGH efflux pump (VF0504) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0715
263,>VFG037725(gb|WP_001027056),(adeG) cation/multidrug efflux pump,AdeFGH efflux pump (VF0504) - Biofilm (VFC0271),Acinetobacter baumannii BJAB0868
264,>VFG037726(gb|WP_001027059),(adeG) cation/multidrug efflux pump,AdeFGH efflux pump (VF0504) - Biofilm (VFC0271),Acinetobacter baumannii D1279779
265,>VFG037729(gb|WP_001027072),(adeG) cation/multidrug efflux pump,AdeFGH efflux pump (VF0504) - Biofilm (VFC0271),Acinetobacter baumannii SDF
